EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
402,28,Travel_Rarely,Sales,24,5,Research Scientist,23280,1.0,11,3,4,0,1.0,4.0,3.0,3,3
4813,58,Travel_Frequently,Sales,9,2,Sales Executive,21530,9.0,11,3,1,0,4.0,4.0,2.0,3,3
404,43,Travel_Rarely,Sales,7,4,Sales Executive,48760,4.0,16,4,1,0,1.0,2.0,4.0,3,3
404,43,Travel_Rarely,Sales,7,4,Sales Executive,48760,4.0,16,4,1,0,1.0,2.0,4.0,3,3
4815,20,Travel_Rarely,Research & Development,11,3,Sales Executive,93960,1.0,12,6,2,0,3.0,3.0,2.0,1,3
4816,21,Travel_Rarely,Research & Development,1,3,Sales Executive,104000,1.0,13,2,1,0,,4.0,2.0,3,3
407,36,Travel_Rarely,Research & Development,26,4,Laboratory Technician,84740,0.0,14,3,16,4,3.0,4.0,2.0,3,3
407,36,Travel_Rarely,Research & Development,26,4,Laboratory Technician,84740,0.0,14,3,16,4,3.0,4.0,2.0,3,3
408,47,Travel_Rarely,Research & Development,2,3,Manufacturing Director,99810,1.0,21,3,3,1,4.0,4.0,2.0,3,4
408,47,Travel_Rarely,Research & Development,2,3,Manufacturing Director,99810,1.0,21,3,3,1,4.0,4.0,2.0,3,4
4819,22,Travel_Rarely,Research & Development,15,4,Laboratory Technician,124900,0.0,13,3,3,0,2.0,3.0,4.0,3,3
4820,41,Travel_Rarely,Research & Development,23,3,Sales Executive,26570,4.0,11,3,7,1,2.0,4.0,2.0,4,3
411,28,Travel_Rarely,Research & Development,10,3,Manager,135910,5.0,20,2,2,2,3.0,3.0,3.0,3,4
411,28,Travel_Rarely,Research & Development,10,3,Manager,135910,5.0,20,2,2,2,3.0,3.0,3.0,3,4
4822,39,Travel_Rarely,Research & Development,10,4,Human Resources,66960,7.0,11,3,2,2,4.0,1.0,1.0,3,3
413,27,Travel_Rarely,Research & Development,1,3,Research Scientist,20580,1.0,14,5,1,0,2.0,3.0,3.0,3,3
413,27,Travel_Rarely,Research & Development,1,3,Research Scientist,20580,1.0,14,5,1,0,2.0,3.0,3.0,3,3
414,34,Travel_Rarely,Research & Development,12,2,Human Resources,88650,1.0,11,0,1,1,2.0,2.0,3.0,3,3
414,34,Travel_Rarely,Research & Development,12,2,Human Resources,88650,1.0,11,0,1,1,2.0,2.0,3.0,3,3
415,42,Travel_Rarely,Sales,11,1,Human Resources,59400,7.0,16,2,5,0,3.0,3.0,3.0,2,3
415,42,Travel_Rarely,Sales,11,1,Human Resources,59400,7.0,16,2,5,0,3.0,3.0,3.0,2,3
416,33,Travel_Rarely,Sales,2,3,Sales Executive,59140,3.0,16,4,3,0,3.0,1.0,3.0,3,3
416,33,Travel_Rarely,Sales,2,3,Sales Executive,59140,3.0,16,4,3,0,3.0,1.0,3.0,3,3
417,58,Travel_Rarely,Research & Development,2,4,Research Scientist,26220,2.0,23,3,6,0,3.0,2.0,3.0,3,4
417,58,Travel_Rarely,Research & Development,2,4,Research Scientist,26220,2.0,23,3,6,0,3.0,2.0,3.0,3,4
418,31,Travel_Rarely,Sales,1,3,Sales Representative,121850,3.0,14,2,7,5,2.0,3.0,4.0,3,3
418,31,Travel_Rarely,Sales,1,3,Sales Representative,121850,3.0,14,2,7,5,2.0,3.0,4.0,3,3
419,35,Travel_Rarely,Research & Development,2,1,Healthcare Representative,106090,1.0,22,3,10,0,4.0,4.0,1.0,3,4
419,35,Travel_Rarely,Research & Development,2,1,Healthcare Representative,106090,1.0,22,3,10,0,4.0,4.0,1.0,3,4
420,49,Travel_Rarely,Research & Development,25,2,Sales Executive,43450,4.0,15,3,26,1,1.0,2.0,2.0,2,3
420,49,Travel_Rarely,Research & Development,25,2,Sales Executive,43450,4.0,15,3,26,1,1.0,2.0,2.0,2,3
421,48,Travel_Rarely,Research & Development,1,4,Research Scientist,21770,4.0,18,4,0,0,4.0,3.0,2.0,3,3
421,48,Travel_Rarely,Research & Development,1,4,Research Scientist,21770,4.0,18,4,0,0,4.0,3.0,2.0,3,3
422,31,Non-Travel,Research & Development,1,2,Sales Executive,27930,1.0,16,4,9,0,4.0,3.0,2.0,3,3
422,31,Non-Travel,Research & Development,1,2,Sales Executive,27930,1.0,16,4,9,0,4.0,3.0,2.0,3,3
423,36,Travel_Rarely,Human Resources,2,4,Sales Executive,79180,2.0,12,3,6,0,2.0,4.0,3.0,2,3
423,36,Travel_Rarely,Human Resources,2,4,Sales Executive,79180,2.0,12,3,6,0,2.0,4.0,3.0,2,3
424,38,Travel_Rarely,Sales,6,3,Sales Executive,87890,1.0,11,4,15,5,4.0,1.0,3.0,3,3
424,38,Travel_Rarely,Sales,6,3,Sales Executive,87890,1.0,11,4,15,5,4.0,1.0,3.0,3,3
425,32,Non-Travel,Sales,18,3,Laboratory Technician,23890,6.0,12,4,3,0,3.0,2.0,3.0,2,3
425,32,Non-Travel,Sales,18,3,Laboratory Technician,23890,6.0,12,4,3,0,3.0,2.0,3.0,2,3
4836,25,Travel_Rarely,Research & Development,1,2,Sales Executive,32120,1.0,15,3,1,0,3.0,2.0,3.0,2,3
427,40,Travel_Rarely,Research & Development,1,4,Research Scientist,192320,2.0,14,3,1,0,1.0,2.0,2.0,3,3
427,40,Travel_Rarely,Research & Development,1,4,Research Scientist,192320,2.0,14,3,1,0,1.0,2.0,2.0,3,3
428,26,Travel_Frequently,Sales,11,3,Healthcare Representative,22670,1.0,19,2,7,0,3.0,1.0,3.0,2,3
428,26,Travel_Frequently,Sales,11,3,Healthcare Representative,22670,1.0,19,2,7,0,3.0,1.0,3.0,2,3
429,41,Travel_Rarely,Research & Development,1,4,Research Scientist,195170,2.0,13,5,18,2,4.0,1.0,3.0,3,3
429,41,Travel_Rarely,Research & Development,1,4,Research Scientist,195170,2.0,13,5,18,2,4.0,1.0,3.0,3,3
430,36,Travel_Rarely,Research & Development,9,3,Healthcare Representative,24360,4.0,13,3,11,3,3.0,3.0,3.0,1,3
430,36,Travel_Rarely,Research & Development,9,3,Healthcare Representative,24360,4.0,13,3,11,3,3.0,3.0,3.0,1,3
4841,19,Travel_Rarely,Research & Development,15,3,Research Scientist,160640,1.0,15,3,1,0,4.0,2.0,4.0,3,3
4842,20,Travel_Rarely,Research & Development,29,3,Laboratory Technician,27070,1.0,11,2,1,0,1.0,1.0,3.0,3,3
433,31,Travel_Rarely,Research & Development,1,4,Research Director,190680,0.0,12,1,9,8,4.0,4.0,1.0,3,3
433,31,Travel_Rarely,Research & Development,1,4,Research Director,190680,0.0,12,1,9,8,4.0,4.0,1.0,3,3
434,40,Travel_Frequently,Sales,1,3,Research Scientist,39310,8.0,19,2,1,0,4.0,2.0,3.0,2,3
434,40,Travel_Frequently,Sales,1,3,Research Scientist,39310,8.0,19,2,1,0,4.0,2.0,3.0,2,3
435,32,Travel_Rarely,Research & Development,24,3,Laboratory Technician,37300,1.0,25,4,8,6,3.0,1.0,4.0,3,4
435,32,Travel_Rarely,Research & Development,24,3,Laboratory Technician,37300,1.0,25,4,8,6,3.0,1.0,4.0,3,4
4846,36,Travel_Rarely,Research & Development,10,3,Sales Executive,22320,1.0,12,2,16,3,3.0,4.0,3.0,3,3
437,33,Travel_Rarely,Research & Development,1,4,Manufacturing Director,44650,0.0,13,3,5,1,2.0,4.0,3.0,3,3
437,33,Travel_Rarely,Research & Development,1,4,Manufacturing Director,44650,0.0,13,3,5,1,2.0,4.0,3.0,3,3
4848,37,Travel_Rarely,Sales,10,4,Human Resources,30720,5.0,14,3,14,11,1.0,3.0,1.0,2,3
439,45,Non-Travel,Research & Development,8,1,Sales Executive,33190,1.0,12,3,9,0,3.0,2.0,2.0,3,3
439,45,Non-Travel,Research & Development,8,1,Sales Executive,33190,1.0,12,3,9,0,3.0,2.0,2.0,3,3
440,29,Travel_Frequently,Research & Development,29,1,Sales Representative,192020,1.0,12,5,3,0,3.0,4.0,3.0,3,3
440,29,Travel_Frequently,Research & Development,29,1,Sales Representative,192020,1.0,12,5,3,0,3.0,4.0,3.0,3,3
441,35,Travel_Rarely,Human Resources,1,3,Laboratory Technician,136750,1.0,15,5,5,1,3.0,3.0,3.0,2,3
441,35,Travel_Rarely,Human Resources,1,3,Laboratory Technician,136750,1.0,15,5,5,1,3.0,3.0,3.0,2,3
442,52,Travel_Rarely,Research & Development,5,4,Laboratory Technician,29110,2.0,17,3,9,7,4.0,4.0,2.0,3,3
442,52,Travel_Rarely,Research & Development,5,4,Laboratory Technician,29110,2.0,17,3,9,7,4.0,4.0,2.0,3,3
4853,58,Travel_Rarely,Sales,9,2,Sales Executive,59570,4.0,14,2,1,0,4.0,3.0,3.0,1,3
444,53,Travel_Rarely,Research & Development,9,3,Manager,39200,6.0,16,3,17,15,3.0,3.0,4.0,3,3
444,53,Travel_Rarely,Research & Development,9,3,Manager,39200,6.0,16,3,17,15,3.0,3.0,4.0,3,3
445,30,Travel_Rarely,Sales,3,4,Sales Executive,64340,5.0,14,3,8,7,3.0,3.0,4.0,2,3
445,30,Travel_Rarely,Sales,3,4,Sales Executive,64340,5.0,14,3,8,7,3.0,3.0,4.0,2,3
446,38,Non-Travel,Sales,4,3,Research Director,100480,1.0,23,2,5,1,3.0,4.0,3.0,3,4
446,38,Non-Travel,Sales,4,3,Research Director,100480,1.0,23,2,5,1,3.0,4.0,3.0,3,4
447,35,Travel_Rarely,Sales,1,2,Healthcare Representative,109380,6.0,14,2,10,0,4.0,4.0,3.0,1,3
447,35,Travel_Rarely,Sales,1,2,Healthcare Representative,109380,6.0,14,2,10,0,4.0,4.0,3.0,1,3
448,39,Travel_Rarely,Sales,1,1,Research Scientist,23400,0.0,11,2,8,0,1.0,3.0,3.0,2,3
448,39,Travel_Rarely,Sales,1,1,Research Scientist,23400,0.0,11,2,8,0,1.0,3.0,3.0,2,3
4859,40,Non-Travel,Research & Development,2,4,Human Resources,65450,4.0,15,2,1,0,2.0,2.0,2.0,3,3
450,47,Travel_Frequently,Research & Development,7,4,Sales Executive,69310,1.0,11,3,19,2,3.0,3.0,4.0,3,3
450,47,Travel_Frequently,Research & Development,7,4,Sales Executive,69310,1.0,11,3,19,2,3.0,3.0,4.0,3,3
451,36,Non-Travel,Sales,28,1,Research Scientist,48980,4.0,13,3,7,0,1.0,4.0,3.0,3,3
451,36,Non-Travel,Sales,28,1,Research Scientist,48980,4.0,13,3,7,0,1.0,4.0,3.0,3,3
4862,31,Non-Travel,Research & Development,28,4,Research Scientist,25930,0.0,21,2,3,1,3.0,1.0,3.0,3,4
453,33,Non-Travel,Sales,15,3,Research Director,194360,1.0,19,4,10,6,4.0,3.0,3.0,3,3
453,33,Non-Travel,Sales,15,3,Research Director,194360,1.0,19,4,10,6,4.0,3.0,3.0,3,3
4864,29,Travel_Rarely,Human Resources,3,5,Sales Executive,27230,6.0,11,2,0,0,4.0,1.0,3.0,2,3
455,33,Travel_Rarely,Research & Development,2,2,Laboratory Technician,34790,3.0,12,3,3,0,2.0,4.0,3.0,3,3
455,33,Travel_Rarely,Research & Development,2,2,Laboratory Technician,34790,3.0,12,3,3,0,2.0,4.0,3.0,3,3
456,45,Travel_Rarely,Research & Development,26,1,Healthcare Representative,27940,3.0,19,2,5,0,4.0,4.0,3.0,3,3
456,45,Travel_Rarely,Research & Development,26,1,Healthcare Representative,27940,3.0,19,2,5,0,4.0,4.0,3.0,3,3
457,50,Travel_Rarely,Sales,10,1,Manufacturing Director,52490,9.0,21,2,5,1,4.0,4.0,2.0,2,4
457,50,Travel_Rarely,Sales,10,1,Manufacturing Director,52490,9.0,21,2,5,1,4.0,4.0,2.0,2,4
458,33,Travel_Frequently,Sales,1,3,Human Resources,21760,1.0,14,2,6,1,3.0,2.0,3.0,2,3
458,33,Travel_Frequently,Sales,1,3,Human Resources,21760,1.0,14,2,6,1,3.0,2.0,3.0,2,3
459,41,Travel_Frequently,Sales,11,3,Laboratory Technician,168720,2.0,15,2,18,0,1.0,3.0,4.0,3,3
459,41,Travel_Frequently,Sales,11,3,Laboratory Technician,168720,2.0,15,2,18,0,1.0,3.0,4.0,3,3
460,27,Travel_Rarely,Research & Development,20,4,Manufacturing Director,34850,9.0,17,2,2,2,3.0,2.0,3.0,3,3
460,27,Travel_Rarely,Research & Development,20,4,Manufacturing Director,34850,9.0,17,2,2,2,3.0,2.0,3.0,3,3
461,45,Non-Travel,Sales,2,3,Sales Executive,66440,1.0,12,3,9,0,4.0,1.0,3.0,4,3
461,45,Non-Travel,Sales,2,3,Sales Executive,66440,1.0,12,3,9,0,4.0,1.0,3.0,4,3
462,47,Travel_Rarely,Sales,18,4,Research Scientist,55820,1.0,16,3,9,0,4.0,4.0,3.0,3,3
462,47,Travel_Rarely,Sales,18,4,Research Scientist,55820,1.0,16,3,9,0,4.0,4.0,3.0,3,3
4873,30,Travel_Rarely,Sales,2,3,Healthcare Representative,40000,4.0,12,5,5,0,1.0,3.0,3.0,2,3
464,50,Travel_Rarely,Research & Development,1,3,Sales Executive,134960,3.0,18,3,12,1,4.0,3.0,3.0,3,3
464,50,Travel_Rarely,Research & Development,1,3,Sales Executive,134960,3.0,18,3,12,1,4.0,3.0,3.0,3,3
465,38,Travel_Frequently,Research & Development,13,3,Manufacturing Director,32100,0.0,17,5,2,0,3.0,3.0,2.0,2,3
465,38,Travel_Frequently,Research & Development,13,3,Manufacturing Director,32100,0.0,17,5,2,0,3.0,3.0,2.0,2,3
466,46,Travel_Rarely,Research & Development,28,3,Human Resources,190450,6.0,11,2,8,0,4.0,3.0,3.0,3,3
466,46,Travel_Rarely,Research & Development,28,3,Human Resources,190450,6.0,11,2,8,0,4.0,3.0,3.0,3,3
467,24,Travel_Rarely,Sales,28,3,Healthcare Representative,118490,1.0,16,3,4,3,4.0,3.0,3.0,3,3
467,24,Travel_Rarely,Sales,28,3,Healthcare Representative,118490,1.0,16,3,4,3,4.0,3.0,3.0,3,3
4878,35,Travel_Rarely,Sales,24,3,Healthcare Representative,20700,1.0,13,1,4,0,3.0,2.0,1.0,2,3
469,31,Travel_Frequently,Research & Development,5,2,Sales Executive,65020,1.0,12,3,4,0,3.0,1.0,3.0,3,3
469,31,Travel_Frequently,Research & Development,5,2,Sales Executive,65020,1.0,12,3,4,0,3.0,1.0,3.0,3,3
470,18,Non-Travel,Sales,5,4,Manager,32300,1.0,12,3,0,0,2.0,4.0,3.0,3,3
470,18,Non-Travel,Sales,5,4,Manager,32300,1.0,12,3,0,0,2.0,4.0,3.0,3,3
471,54,Travel_Rarely,Sales,23,3,Laboratory Technician,136030,8.0,13,2,10,0,3.0,3.0,3.0,3,3
471,54,Travel_Rarely,Sales,23,3,Laboratory Technician,136030,8.0,13,2,10,0,3.0,3.0,3.0,3,3
472,35,Travel_Rarely,Research & Development,6,4,Manufacturing Director,119960,1.0,19,3,16,10,3.0,3.0,2.0,3,3
472,35,Travel_Rarely,Research & Development,6,4,Manufacturing Director,119960,1.0,19,3,16,10,3.0,3.0,2.0,3,3
473,30,Travel_Rarely,Research & Development,4,3,Healthcare Representative,56050,0.0,12,0,8,1,2.0,1.0,2.0,2,3
473,30,Travel_Rarely,Research & Development,4,3,Healthcare Representative,56050,0.0,12,0,8,1,2.0,1.0,2.0,2,3
4884,20,Travel_Rarely,Research & Development,2,2,Research Scientist,63970,1.0,17,3,1,0,4.0,1.0,3.0,3,3
4885,30,Travel_Frequently,Research & Development,8,4,Sales Executive,191440,0.0,11,3,3,1,2.0,2.0,3.0,3,3
476,26,Travel_Rarely,Sales,1,3,Research Scientist,175840,1.0,20,2,8,1,4.0,4.0,3.0,3,4
476,26,Travel_Rarely,Sales,1,3,Research Scientist,175840,1.0,20,2,8,1,4.0,4.0,3.0,3,4
477,22,Travel_Rarely,Research & Development,8,3,Sales Representative,49070,,21,2,4,1,2.0,1.0,2.0,3,4
477,22,Travel_Rarely,Research & Development,8,3,Sales Representative,49070,,21,2,4,1,2.0,1.0,2.0,3,4
478,48,Travel_Rarely,Human Resources,2,4,Sales Executive,45540,2.0,11,3,2,2,1.0,3.0,3.0,3,3
478,48,Travel_Rarely,Human Resources,2,4,Sales Executive,45540,2.0,11,3,2,2,1.0,3.0,3.0,3,3
479,48,Travel_Rarely,Sales,3,3,Research Director,54150,7.0,11,1,15,4,3.0,3.0,3.0,3,3
479,48,Travel_Rarely,Sales,3,3,Research Director,54150,7.0,11,1,15,4,3.0,3.0,3.0,3,3
480,41,Travel_Rarely,Research & Development,2,3,Research Scientist,47410,6.0,16,3,2,2,4.0,3.0,3.0,3,3
480,41,Travel_Rarely,Research & Development,2,3,Research Scientist,47410,6.0,16,3,2,2,4.0,3.0,3.0,3,3
481,39,Travel_Rarely,Sales,2,3,Human Resources,21150,1.0,18,3,21,11,4.0,4.0,3.0,4,3
481,39,Travel_Rarely,Sales,2,3,Human Resources,21150,1.0,18,3,21,11,4.0,4.0,3.0,4,3
482,27,Travel_Rarely,Research & Development,3,3,Human Resources,31610,0.0,13,0,3,2,1.0,4.0,3.0,3,3
482,27,Travel_Rarely,Research & Development,3,3,Human Resources,31610,0.0,13,0,3,2,1.0,4.0,3.0,3,3
483,35,Travel_Rarely,Sales,24,3,Sales Executive,57450,1.0,17,4,3,1,2.0,4.0,2.0,3,3
483,35,Travel_Rarely,Sales,24,3,Sales Executive,57450,1.0,17,4,3,1,2.0,4.0,2.0,3,3
484,42,Travel_Rarely,Research & Development,23,4,Research Scientist,23730,6.0,14,3,1,0,4.0,3.0,,4,3
484,42,Travel_Rarely,Research & Development,23,4,Research Scientist,23730,6.0,14,3,1,0,4.0,3.0,,4,3
485,50,Travel_Rarely,Sales,27,3,Sales Executive,33100,4.0,22,3,1,0,1.0,4.0,3.0,4,4
485,50,Travel_Rarely,Sales,27,3,Sales Executive,33100,4.0,22,3,1,0,1.0,4.0,3.0,4,4
486,59,Travel_Rarely,Research & Development,16,4,Laboratory Technician,186650,3.0,12,3,5,4,3.0,4.0,3.0,2,3
486,59,Travel_Rarely,Research & Development,16,4,Laboratory Technician,186650,3.0,12,3,5,4,3.0,4.0,3.0,2,3
4897,37,Travel_Rarely,Sales,15,3,Laboratory Technician,44850,5.0,11,2,1,0,1.0,2.0,1.0,4,3
488,55,Travel_Frequently,Research & Development,26,2,Sales Executive,27890,3.0,13,2,8,6,3.0,2.0,3.0,2,3
488,55,Travel_Frequently,Research & Development,26,2,Sales Executive,27890,3.0,13,2,8,6,3.0,2.0,3.0,2,3
489,41,Non-Travel,Research & Development,19,1,Research Scientist,58280,1.0,13,0,21,5,2.0,3.0,3.0,3,3
489,41,Non-Travel,Research & Development,19,1,Research Scientist,58280,1.0,13,0,21,5,2.0,3.0,3.0,3,3
490,38,Travel_Rarely,Research & Development,24,2,Laboratory Technician,23260,8.0,14,3,1,0,,4.0,3.0,4,3
490,38,Travel_Rarely,Research & Development,24,2,Laboratory Technician,23260,8.0,14,3,1,0,,4.0,3.0,4,3
4901,26,Non-Travel,Research & Development,21,1,Manufacturing Director,135250,8.0,17,4,2,2,2.0,1.0,3.0,2,3
4902,52,Travel_Rarely,Research & Development,5,4,Human Resources,14200,1.0,13,2,32,6,1.0,4.0,3.0,4,3
493,44,Travel_Rarely,Research & Development,16,3,Healthcare Representative,80200,3.0,11,2,12,11,4.0,4.0,3.0,3,3
493,44,Travel_Rarely,Research & Development,16,3,Healthcare Representative,80200,3.0,11,2,12,11,4.0,4.0,3.0,3,3
494,50,Non-Travel,Human Resources,2,2,Laboratory Technician,36880,0.0,11,3,18,0,4.0,3.0,3.0,2,3
494,50,Non-Travel,Human Resources,2,2,Laboratory Technician,36880,0.0,11,3,18,0,4.0,3.0,3.0,2,3
4905,36,Travel_Rarely,Sales,2,4,Sales Executive,54820,1.0,18,3,17,15,3.0,1.0,3.0,3,3
496,39,Travel_Frequently,Sales,11,3,Sales Executive,160150,1.0,11,3,21,2,4.0,1.0,3.0,4,3
496,39,Travel_Frequently,Sales,11,3,Sales Executive,160150,1.0,11,3,21,2,4.0,1.0,3.0,4,3
497,33,Non-Travel,Sales,9,2,Sales Representative,12000,0.0,11,3,2,2,2.0,4.0,2.0,3,3
497,33,Non-Travel,Sales,9,2,Sales Representative,12000,0.0,11,3,2,2,2.0,4.0,2.0,3,3
498,45,Travel_Rarely,Research & Development,7,2,Human Resources,56610,3.0,12,2,9,1,4.0,4.0,4.0,2,3
498,45,Travel_Rarely,Research & Development,7,2,Human Resources,56610,3.0,12,2,9,1,4.0,4.0,4.0,2,3
499,32,Non-Travel,Research & Development,15,3,Manager,69290,9.0,20,6,8,7,4.0,3.0,3.0,1,4
499,32,Non-Travel,Research & Development,15,3,Manager,69290,9.0,20,6,8,7,4.0,3.0,3.0,1,4
500,34,Travel_Rarely,Sales,6,4,Research Director,96130,0.0,12,5,15,0,2.0,4.0,2.0,2,3
500,34,Travel_Rarely,Sales,6,4,Research Director,96130,0.0,12,5,15,0,2.0,4.0,2.0,2,3
501,59,Travel_Rarely,Research & Development,5,3,Research Scientist,56740,3.0,12,6,6,0,2.0,4.0,1.0,3,3
501,59,Travel_Rarely,Research & Development,5,3,Research Scientist,56740,3.0,12,6,6,0,2.0,4.0,1.0,3,3
502,45,Travel_Rarely,Research & Development,16,1,Sales Executive,54840,1.0,20,6,6,0,2.0,2.0,3.0,3,4
502,45,Travel_Rarely,Research & Development,16,1,Sales Executive,54840,1.0,20,6,6,0,2.0,2.0,3.0,3,4
503,53,Travel_Frequently,Sales,8,2,Research Scientist,120610,2.0,20,2,15,6,3.0,2.0,3.0,4,4
503,53,Travel_Frequently,Sales,8,2,Research Scientist,120610,2.0,20,2,15,6,3.0,2.0,3.0,4,4
4914,36,Travel_Rarely,Research & Development,7,2,Research Scientist,56600,7.0,12,3,1,0,1.0,3.0,2.0,3,3
4915,26,Travel_Frequently,Sales,2,3,Research Scientist,48210,6.0,14,2,3,1,1.0,1.0,3.0,3,3
506,34,Travel_Rarely,Research & Development,2,2,Sales Representative,64100,1.0,13,5,1,0,3.0,3.0,3.0,2,3
506,34,Travel_Rarely,Research & Development,2,2,Sales Representative,64100,1.0,13,5,1,0,3.0,3.0,3.0,2,3
507,28,Travel_Rarely,Research & Development,10,3,Sales Representative,52100,1.0,15,1,1,0,4.0,2.0,3.0,4,3
507,28,Travel_Rarely,Research & Development,10,3,Sales Representative,52100,1.0,15,1,1,0,4.0,2.0,3.0,4,3
508,38,Travel_Frequently,Sales,9,4,Research Scientist,26950,3.0,14,4,2,2,3.0,3.0,3.0,1,3
508,38,Travel_Frequently,Sales,9,4,Research Scientist,26950,3.0,14,4,2,2,3.0,3.0,3.0,1,3
509,50,Travel_Rarely,Research & Development,5,4,Sales Executive,118780,2.0,13,2,8,7,2.0,3.0,2.0,3,3
509,50,Travel_Rarely,Research & Development,5,4,Sales Executive,118780,2.0,13,2,8,7,2.0,3.0,2.0,3,3
510,37,Travel_Rarely,Research & Development,1,3,Laboratory Technician,170680,3.0,23,6,4,0,4.0,2.0,2.0,3,4
510,37,Travel_Rarely,Research & Development,1,3,Laboratory Technician,170680,3.0,23,6,4,0,4.0,2.0,2.0,3,4
511,40,Travel_Rarely,Human Resources,2,3,Sales Executive,24550,1.0,15,2,7,7,3.0,1.0,2.0,3,3
511,40,Travel_Rarely,Human Resources,2,3,Sales Executive,24550,1.0,15,2,7,7,3.0,1.0,2.0,3,3
512,26,Travel_Frequently,Research & Development,3,3,Laboratory Technician,139640,1.0,11,1,5,1,1.0,3.0,3.0,2,3
512,26,Travel_Frequently,Research & Development,3,3,Laboratory Technician,139640,1.0,11,1,5,1,1.0,3.0,3.0,2,3
513,46,Travel_Rarely,Research & Development,2,1,Research Scientist,49410,9.0,13,2,2,2,4.0,4.0,3.0,2,3
513,46,Travel_Rarely,Research & Development,2,1,Research Scientist,49410,9.0,13,2,2,2,4.0,4.0,3.0,2,3
514,54,Travel_Rarely,Research & Development,5,3,Manufacturing Director,24780,6.0,11,0,9,7,3.0,3.0,3.0,3,3
514,54,Travel_Rarely,Research & Development,5,3,Manufacturing Director,24780,6.0,11,0,9,7,3.0,3.0,3.0,3,3
515,56,Travel_Frequently,Research & Development,1,2,Manufacturing Director,52280,2.0,11,4,5,0,1.0,3.0,3.0,3,3
515,56,Travel_Frequently,Research & Development,1,2,Manufacturing Director,52280,2.0,11,4,5,0,1.0,3.0,3.0,3,3
516,36,Travel_Rarely,Research & Development,4,2,Human Resources,44780,0.0,18,3,14,7,4.0,4.0,2.0,3,3
516,36,Travel_Rarely,Research & Development,4,2,Human Resources,44780,0.0,18,3,14,7,4.0,4.0,2.0,3,3
517,55,Non-Travel,Research & Development,2,3,Manager,75470,7.0,16,2,9,6,3.0,1.0,4.0,2,3
517,55,Non-Travel,Research & Development,2,3,Manager,75470,7.0,16,2,9,6,3.0,1.0,4.0,2,3
518,43,Travel_Rarely,Sales,25,2,Research Scientist,50550,5.0,22,2,1,0,3.0,4.0,3.0,2,4
518,43,Travel_Rarely,Sales,25,2,Research Scientist,50550,5.0,22,2,1,0,3.0,4.0,3.0,2,4
4929,20,Travel_Frequently,Sales,8,3,Sales Executive,34640,1.0,20,3,2,0,4.0,4.0,3.0,2,4
4930,21,Travel_Rarely,Research & Development,1,4,Manager,57750,1.0,18,2,1,1,3.0,1.0,2.0,3,3
521,46,Travel_Rarely,Sales,12,3,Healthcare Representative,89430,8.0,12,6,16,1,4.0,1.0,3.0,3,3
521,46,Travel_Rarely,Sales,12,3,Healthcare Representative,89430,8.0,12,6,16,1,4.0,1.0,3.0,3,3
4932,51,Travel_Rarely,Sales,23,3,Research Scientist,192720,9.0,20,2,10,2,1.0,3.0,4.0,3,4
4933,28,Non-Travel,Research & Development,19,4,Laboratory Technician,52380,1.0,17,4,10,1,2.0,1.0,2.0,2,3
524,26,Travel_Rarely,Research & Development,5,4,Sales Executive,46820,1.0,11,3,5,1,1.0,1.0,3.0,1,3
524,26,Travel_Rarely,Research & Development,5,4,Sales Executive,46820,1.0,11,3,5,1,1.0,1.0,3.0,1,3
525,30,Travel_Rarely,Research & Development,8,3,Sales Executive,183000,0.0,14,6,6,0,3.0,1.0,2.0,3,3
525,30,Travel_Rarely,Research & Development,8,3,Sales Executive,183000,0.0,14,6,6,0,3.0,1.0,2.0,3,3
526,41,Travel_Rarely,Sales,1,4,Research Director,52570,1.0,14,2,10,0,2.0,3.0,3.0,4,3
526,41,Travel_Rarely,Sales,1,4,Research Director,52570,1.0,14,2,10,0,2.0,3.0,3.0,4,3
527,38,Travel_Rarely,Research & Development,5,3,Sales Executive,63490,0.0,11,3,19,1,3.0,3.0,2.0,3,3
527,38,Travel_Rarely,Research & Development,5,3,Sales Executive,63490,0.0,11,3,19,1,3.0,3.0,2.0,3,3
528,40,Travel_Rarely,Sales,1,4,Sales Executive,48690,4.0,12,2,11,11,1.0,4.0,3.0,3,3
528,40,Travel_Rarely,Sales,1,4,Sales Executive,48690,4.0,12,2,11,11,1.0,4.0,3.0,3,3
529,27,Non-Travel,Sales,11,3,Laboratory Technician,99850,1.0,14,3,3,1,1.0,3.0,3.0,2,3
529,27,Non-Travel,Sales,11,3,Laboratory Technician,99850,1.0,14,3,3,1,1.0,3.0,3.0,2,3
530,55,Travel_Frequently,Research & Development,23,5,Laboratory Technician,36970,3.0,13,1,3,1,4.0,2.0,3.0,3,3
530,55,Travel_Frequently,Research & Development,23,5,Laboratory Technician,36970,3.0,13,1,3,1,4.0,2.0,3.0,3,3
531,28,Travel_Rarely,Research & Development,1,3,Healthcare Representative,74570,3.0,11,1,8,1,3.0,3.0,4.0,4,3
